"name","city","review_count","elite_reviews","avg_rating"
"Tamarindos Restaurant","Flourtown","126","12","3.75"
"Taqueria Morales","Philadelphia","60","12","4.67"
"Taqueria Rincon Alteno","Santa Barbara","69","12","4.04"
"Tasty Twisters Bakery","Philadelphia","53","12","4.28"
"Tazza Cafe","Hendersonville","147","12","2.46"
"Thai Bistro","New Port Richey","95","12","4.05"
"That BBQ Place","Sherwood Park","59","12","4.08"
"The Better Box","Philadelphia","62","12","3.26"
"The Big Catch at Salt Creek","Saint Petersburg","94","12","3.62"
"The Choice Something Special By Lillian","Saint Louis","54","12","3.28"
"The Coffee Station","Garnet Valley","68","12","3.57"
"The Creamery","Kennett Square","68","12","3.94"
"The Crossbar","Havertown","66","12","4.03"
"The Daily Grind Cafe","Jenkintown","67","12","4.36"
"The Draft Room at Kings - Franklin","Franklin","73","12","3.38"
"The Great American Pub","Narberth","59","12","2.78"
"The Kitchen Table Cafe","Arabi","57","12","4.47"
"The Malt Shop","Fenton","55","12","4.49"
"The New York Diner","Valrico","112","12","3.91"
"The Pasta House Co.","Arnold","61","12","2.89"
"The Perks of Life","Eagle","80","12","4.39"
"The Pines Tavern","Bristol","80","12","4.18"
"The Pizza Shack","Philadelphia","88","12","3.51"
"The Tampa Buffet","Tampa","88","12","2.58"
"The Temperance House","Newtown","97","12","3.75"
"The Vineyards Trattoria","Apollo Beach","165","12","4.25"
"Thip's Thai Cuisine","O'Fallon","88","12","3.94"
"Three Brothers Pizza - Palm Harbor","Palm Harbor","95","12","4.35"
"Tilted Kilt Pub & Eatery","Sicklerville","126","12","2.87"
"Timothy's West Chester","West Chester","106","12","2.96"
"Tiramisu","Berwyn","104","12","3.97"
"Toast","Saint Albert","56","12","4.09"
"Tokyo Express","Newark","57","12","3.79"
"Tomo Sushi Japanese Restaurant","Glassboro","90","12","4.09"
"Tonbo","Port Richey","106","12","3.72"
"Tony's Pizza","Saint Petersburg","96","12","3.59"
"Tony Roni's","Willow Grove","75","12","3.16"
"Toto's Pizzeria","Philadelphia","148","12","2.81"
"Towne & Country Cafe","Aston","53","12","4.06"
"Trail's End Cafe At Cynwyd Station","Bala Cynwyd","57","12","4.67"
"Trolley House","Boise","85","12","2.84"
"Twisted Tavern","Arnold","54","12","3.94"
"two birds cafe","West Chester","85","12","4.79"
"Two Eagles Cafe","Philadelphia","64","12","4.47"
"Two Sisters 'N Da East","New Orleans","71","12","3.85"
"Uncle Fat's Tavern","Temple Terrace","55","12","3.87"
"VIP Mexican American Cuisine","Indian Rocks Beach","65","12","3.60"
"Walt's Pizza & Grille","Clifton Heights","51","12","3.31"
"Wan Fu Chinese Restaurant","Saint Louis","100","12","4.18"
"Wasabi Sushi Bar","Kirkwood","69","12","3.23"
"Wasko's","Phoenixville","55","12","4.29"
"Willie Jewell's Old School Bar-B-Q Big Bend","Riverview","89","12","3.26"
"Wing Factory","Tucson","68","12","3.40"
"Wingstop","Brandon","60","12","2.57"
"Yantze Chinese Gourmet","Lansdale","146","12","4.14"
"Yapi Mediterranean Subs and Sandwiches","Saint Louis","53","12","4.55"
"Yogurtz Grill","Meridian","66","12","3.39"
"Yoshimoto Japanese Steakhouse","Blackwood","76","12","3.61"
"1st Indian Kitchen","Upper Darby","53","11","4.66"
"30 Main","Berwyn","59","11","3.68"
"4 Eggs & Pizza","Santa Barbara","61","11","4.82"
"Acapulco Burrito","Antioch","94","11","3.84"
"Al's Corner Deli and Catering Services","Philadelphia","84","11","4.15"
"Alessio's Seafood Grille","Warrington","133","11","3.94"
"Alvarez  Authentic Latin Food","Land O' Lakes","52","11","4.56"
"Americana Pizza","Boise","52","11","4.69"
"Amigos Mexican Grill and Empanada Factory","Wenonah","92","11","3.89"
"Angelo's","Southampton","71","11","3.94"
"Anita's Restaurant","New Orleans","66","11","3.94"
"Anthony's Pizza Town","Bordentown","52","11","4.12"
"Antonia's Family Restaurant","Swarthmore","56","11","3.63"
"Aria Mediterranean Cuisine","Swarthmore","61","11","4.03"
"Asian Bamboo House","Philadelphia","72","11","4.07"
"Asian Fusion Buffet","Apollo Beach","78","11","2.69"
"Astoria Pastry Shop","Belleair Bluffs","52","11","4.67"
"Balcony Club","Boise","54","11","3.22"
"Bamboo Bistro","Swarthmore","96","11","4.04"
"Bamboo Fusion","Clementon","59","11","3.64"
"Bandana's Bar-B-Q - Fairview Heights","Fairview Heights","53","11","3.75"
"Bar Avalon","West Chester","110","11","3.92"
"Barracuda Deli Cafe","Seminole","82","11","4.89"
"Barrel's Fine Food","Philadelphia","51","11","3.80"
"Beach Waves Grill","Indian Rocks Beach","70","11","4.46"
"Beanie's Bar & Sports Grill","Ruskin","82","11","3.62"
"Beef 'O' Brady's","Apollo Beach","51","11","2.59"
"Bella Cucina","Sun City Center","54","11","3.78"
"Bellacino's Pizza & Grinders","Saint Charles","67","11","3.51"
"Benny's Restaurant","Tucson","81","11","4.07"
"Big Bad Breakfast - Franklin","Franklin","82","11","3.71"
"Biryani Hut","Noblesville","85","11","4.18"
"Bloomingdale Pizza","Valrico","90","11","3.68"
"Blue Danube Restaurant","Trenton","73","11","4.29"
"Blue Dog Pub","Lansdale","87","11","3.11"
"Bluefin Eagleview","Exton","101","11","4.35"
"Boilery Seafood & Grill","Franklin","69","11","3.93"
"Boston Market","Indianapolis","59","11","2.42"
"Breakfast Boutique Mount Airy","Philadelphia","69","11","3.17"
"Bricks Café","Franklin","52","11","3.54"
"Burger King","Metairie","68","11","1.47"
"Busters Grill and Sports Bar","Eagle","75","11","2.48"
"Cali Aji","Riverview","53","11","4.06"
"Cameron Seafood","PHILA","51","11","3.00"
"Carniceria Coalcoman","Boise","72","11","4.32"
"Castrillo's Pizza","Nashville","86","11","4.37"
"Central Poboys","Jefferson","55","11","4.29"
"Chadds Ford Tavern","Chadds Ford","150","11","3.65"
"Chick-fil-A","Royersford","63","11","3.65"
"Chick-fil-A","Trevose","55","11","4.16"
"Chili's","Oro Valley","76","11","3.09"
"Chili's","Valrico","72","11","2.75"
"Chili Garden","Philadelphia","69","11","3.72"
"China Moon","Chalmette","52","11","3.50"
"China Moon","Nashville","57","11","3.25"
"China One","Brandon","62","11","3.58"
"China Star","Blue Bell","93","11","3.56"
"Chinese Delight","Wayne","53","11","2.98"
"Chipotle Mexican Grill","Exton","119","11","2.07"
"Chipotle Mexican Grill","Havertown","60","11","2.03"
"Chipotle Mexican Grill","Lutz","63","11","1.78"
"Chipotle Mexican Grill","Sicklerville","71","11","2.44"
"Chrysalis","Franklin","113","11","4.43"
"Claire's Cafe & Art Gallery","Tucson","72","11","3.94"
"Coconut Breeze Cuisine","Yeadon","99","11","3.19"
"Corona Village Mexican Restaurant","Meridian","68","11","3.41"
"Country Bagel","West Chester","81","11","3.44"
"Country Deli","Media","55","11","4.42"
"Covered Bridge","Dunedin","53","11","3.60"
"Crabby's On The Pass","Treasure Island","88","11","3.90"
"Creole With A Splash Of Soul","St. Louis","52","11","3.88"
"Curry Leaf Indian Cuisine","Harleysville","103","11","4.41"
"D-K Diner","West Chester","54","11","3.17"
"D-Town Bar & Grill","Dunedin","109","11","3.20"
"Daiki Hibachi and Sushi","Philadelphia","70","11","3.79"
"daVinci's","Eagle","102","11","3.38"
"Denny's","Brandon","78","11","2.83"
"Denny's","Saint Petersburg","68","11","2.31"
"Dickey's Barbecue Pit","Brentwood","71","11","3.62"
"Dickey's Barbecue Pit","Gretna","61","11","2.90"
"Domani Star","Doylestown","128","11","4.09"
"Dreamland Palace German Restaurant","Foster Pond","74","11","3.35"
"East Branch Brewing Company","Downingtown","77","11","4.29"
"Einstein Bros. Bagels","Palm Harbor","55","11","2.53"
"El Rey Azteca","Whites Creek","59","11","3.44"
"El Tenampa","Boise","83","11","2.94"
"El Toro Negro","Kenneth City","69","11","3.51"
"Emilio's Pizza","Folsom","52","11","3.90"
"Endgrain Coffee Roasters","Pitman","72","11","4.58"
"Enjay's Pizza","Philadelphia","54","11","4.26"
"Esquina Cantina","Brentwood","96","11","3.70"
"F & M Delicatessen","Mount Laurel","69","11","3.58"
"Fanci Freez","Meridian","88","11","3.13"
"Fiesta Acapulco","Philadelphia","55","11","2.58"
"Filiberto's Mexican Food","Oro Valley","67","11","3.66"
"Firehouse Grill & Pub","Tampa","54","11","3.56"
"Fish Bowl","Palm Harbor","51","11","4.76"
"Fitzgerald's Irish Tavern","New Port Richey","59","11","3.88"
"Five Guys","St. Charles","53","11","3.49"
"Frank's Sports Grill & Bar","Tucson","60","11","3.77"
"Fury's Restaurant","Metairie","52","11","3.75"
"G Lodge Cafe","Phoenixville","70","11","3.41"
"Gaetano's","Brooklawn","60","11","2.75"
"Gaetano's Steaks & Subs of Marlton","Marlton","73","11","3.34"
"Garage Pizza","New Orleans","87","11","3.75"
"Ginger Asian Cuisines","Medford","105","11","4.26"
"Gio's Pizza & Spaghetti House","Metairie","63","11","4.00"
"Golden Corral Buffet & Grill","Hermitage","66","11","2.56"
"Golden Corral Buffet & Grill","St. Louis","70","11","2.24"
"Golden Star Restaurant","Boise","80","11","2.95"
"Good Buddy's","St. Louis","56","11","4.59"
"Gran Rodeo","North Wales","77","11","3.61"
"Grand Sushi Hibachi Buffet","Port Richey","60","11","3.45"
"Grandma Tony's Pizza","Tucson","73","11","4.00"
"Great Wall Restaurant","Meridian","91","11","2.14"
"Hanoi's Pho","Havertown","71","11","3.59"
"Happy Cactus Mexican Cocina","Dunedin","92","11","4.50"
"Happy Dragon","Fishers","51","11","2.76"
"Hayashi Sushi","Philadelphia","54","11","4.44"
"Hibachi Japanese Express","Tampa","74","11","4.09"
"Hillwood Pub","Nashville","73","11","3.60"
"His & Hers Restaurant & Bar","Philadelphia","99","11","3.07"
"Ho Wun Chinese Restaurant","Fenton","60","11","2.88"
"Hooters","Fairview Heights","54","11","2.76"
"Hunan Wok","New Orleans","51","11","4.02"
"IHOP","Meridian","59","11","2.68"
"IHOP","TRINITY","53","11","2.43"
"IHOP","Upper Darby","75","11","1.64"
"IHOP","Warrington","59","11","3.42"
"Imperial Pizza","Secane","79","11","3.94"
"Incredible Pizza Company - St. Louis","Saint Louis","90","11","2.42"
"Infinitos - Phoenixville","Phoenixville","74","11","4.16"
"Isabelle's Restaurant Gulfport","Gulfport","79","11","3.84"
"Italiano's","Marcus Hook","68","11","4.37"
"Jack in the Box","Nashville","92","11","1.92"
"Jay's Family Restaurant","Nashville","60","11","4.07"
"Jerry Bobs","Tucson","77","11","3.01"
"Jersey Mike's Subs","Webster Groves","53","11","2.62"
"Jimmy's Neighborhood Restaurant","Tarpon Springs","97","11","4.59"
"Jimmy John's","Clearwater","78","11","2.55"
"JinJu Korean Grill & Sushi","St. Petersburg","66","11","4.11"
"Joe's New York Style Pizzeria & Restaurant","Largo","81","11","3.31"
"Johnny Apples Restaurant & Bar","Holland","60","11","3.47"
"Johnny Paisano's","Springfield","60","11","4.25"
"Jon Smith Subs","Lutz","62","11","3.90"
"Jyoti Indian Bistro","Philadelphia","106","11","3.74"
"KASUMI SUSHI","Philadelphia","56","11","4.25"
"King Edwards Chicken","Saint Charles","52","11","3.48"
"King House Chinese Restaurant","Maple Shade Township","62","11","4.21"
"Krispy Kreme","Nashville","51","11","2.24"
"Kurry Shack","Philadelphia","54","11","3.87"
"La Barca Mexican Store","Reno","63","11","4.02"
"La Fava Restaurant and Bar","Glen Mills","121","11","3.88"
"La Hacienda De Leon","Marrero","51","11","2.94"
"La Parrilla Fresh Mexican Bar & Grill","Nashville","122","11","3.45"
"Las Fiestas Cafe","Nashville","72","11","3.97"
"Las Fuentes Mexican Restaurant","Saint Louis","80","11","3.46"
"Lazeez Indian cuisine","Philadelphia","58","11","4.55"
"Lemay Wok","Saint Louis","97","11","4.11"
"Li Beirut","Collingswood","64","11","4.73"
"Lima Limón Peruvian Cuisine Tampa","Tampa","61","11","4.21"
"Little Greek Fresh Grill","New Port Richey","71","11","3.77"
"Little India","Clearwater","57","11","3.91"
"Little Thai Cafe","Tarpon Springs","68","11","4.22"
"Little Tokyo","Haddonfield","54","11","3.98"
"Logan's Roadhouse","Gallatin","64","11","2.38"
"Main Event Wesley Chapel","Lutz","61","11","2.84"
"Maize Restaurant","Perkasie","166","11","4.52"
"Maple Street Biscuit Company - Riverview","Riverview","66","11","4.36"
"Maria's Mexican Restaurant","Berlin","103","11","4.35"
"Marino's Pizza","Runnemede","56","11","4.43"
"Mariscos El Gato","St Louis","118","11","3.17"
"Maroosh Halal","Upper Darby","67","11","4.03"
"Marrone's Pizzeria","Ardmore","70","11","3.07"
"Mary's Kountry Kitchen","Wilmington","53","11","4.17"
"Mattingly's Sports Bar & Grill","Florissant","66","11","3.20"
"McDonald's","Belleville","90","11","1.63"
"McDonald's","Wilmington","125","11","1.84"
"Michaelangelo's Pizza Restaurant","Cherry Hill","65","11","4.08"
"Miller's Ale House","Lansdale","70","11","3.69"
"Miyabi Restaurant","Mount Laurel","53","11","3.64"
"Moca Asian cuisine","Riverview","52","11","4.17"
"Montegrillo Pizza","Maple Shade Township","66","11","4.42"
"MOOYAH Burgers, Fries & Shakes","Blue Bell","67","11","4.12"
"Morrison's Irish Pub","Alton","51","11","4.33"
"New Bamboo Express","Tampa","54","11","3.35"
"Newtown Bagel","Newtown","71","11","3.14"
"Northbrook MarketPlace","West Chester","60","11","3.78"
"Nudy's Cafe - Eagleview Blvd","Exton","82","11","3.60"
"O'Connor's American Bar & Grille","Eastampton Township","136","11","3.93"
"Oasis Coffee Spot","New Port Richey","65","11","4.62"
"Okura Japanese Cuisine Restaurant","Hockessin","65","11","3.88"
"Old Rail Tavern","Barrington","57","11","3.88"
"Old San Juan Restaurant","Camden","57","11","3.84"
"Olde Town Pizzeria","Plant City","84","11","3.63"
"Oriental Pearl Restaurant","West Chester","81","11","3.99"
"Osteria Saporino BYOB","Huntingdon Valley","69","11","3.88"
"Outback Steakhouse","Marlton","95","11","2.73"
"Palm Tree Gourmet","Philadelphia","64","11","4.61"
"Panai Thai Restaurant","Largo","75","11","4.67"
"Panasian Buffet","Philadelphia","72","11","3.51"
"Panda Express","Saint Louis","78","11","2.45"
"Pane E Vino","Montecito","80","11","3.99"
"Panera Bread","Mt Juliet","57","11","2.42"
"Papa John's Pizza","New Orleans","94","11","2.24"
"Passyunk Avenue Philly Bagels","Philadelphia","60","11","3.40"
"PDK Southern Kitchen & Pantry","Mount Juliet","82","11","3.74"
"Pearl Chinese & Japanese Cuisine","Lansdowne","61","11","3.20"
"Pegasus Restaurant","Franklin","79","11","3.19"
"Pennsylvania Soup & Seafood House","Doylestown","99","11","3.64"
"Pepper's Bar and Grill","Saint Louis","63","11","3.67"
"Pete Sushi & Poke","Madeira Beach","101","11","4.80"
"Philomena Santucci's Square Pizza","Warminster","92","11","3.78"
"Pho Mai Asian Kitchen","Riverview","114","11","3.65"
"Pio's Restaurant and Cocktail Lounge","Saint Charles","89","11","3.21"
"Pizza Baron - Sparks","Sparks","66","11","3.06"
"PLNT Burger","Wynnewood","60","11","4.47"
"Popeyes Louisiana Kitchen","Saint Louis","84","11","1.33"
"Presidio Market","Santa Barbara","77","11","4.01"
"PureBread Deli","Glen Mills","57","11","4.39"
"QDOBA Mexican Eats","Collegeville","58","11","2.74"
"Rally's","St. Louis","112","11","1.70"
"Randolph's Bakery & Fine Confections","Marlton","51","11","3.94"
"Raptor Canyon Cafe","Tucson","83","11","4.92"
"Rearn Thai","Saint Louis","71","11","2.48"
"Red Lobster","Lansdale","93","11","2.54"
"Revere","Ewing","116","11","3.97"
"Reyes Market","Carpinteria","112","11","4.23"
"Righteous Tap House","West Chester","91","11","3.82"
"Rizzo's Italian Restaurant","Saint Louis","88","11","3.30"
"Rocky's Wing Shack","Nashville","67","11","4.09"
"Rosati's Pizza","Valrico","95","11","3.71"
"Saffron Indian Kitchen","Wayne","138","11","4.14"
"Saint Louis Halal Meat, Grocery & Foods - Baba's Restaurant","St Louis","56","11","4.55"
"Sake Hana","Avondale","93","11","4.16"
"Sakura Japanese Restaurant","Hermitage","133","11","3.19"
"Sam's Place - Nippers Corner","Nashville","71","11","3.85"
"SB Munchiez","Santa Barbara","187","11","3.86"
"Shari's - Boise","Boise","66","11","2.41"
"Shige Express","Meridian","79","11","2.80"
"Shorty's Breakfast & Gourmet Deli","Clearwater","68","11","4.25"
"Siri's Gourmet Burgers & Pizza","Gulfport","133","11","3.94"
"SKYKING PIZZA","Kingston Springs","90","11","4.59"
"Slice of Life Pizzeria","Spring Hill","81","11","2.73"
"Smoke'n Dudes BBQ","Bensalem","58","11","3.33"
"Smokin 19","St. Petersburg","67","11","3.36"
"Snellgroves Restaurant","Plant City","66","11","3.39"
"Someone's in the Kitchen","Hendersonville","65","11","4.06"
"Southern Engine Deli","Nashville","51","11","4.39"
"Spatola's PIZZA & FAMILY RESTAURANT","New Hope","72","11","3.49"
"Spiro's Family Restaurant","South Pasadena","61","11","4.00"
"Spring House Tavern","Ambler","111","11","3.47"
"St. Louis Bread","Edwardsville","54","11","3.02"
"Station Bar & Grill","Philadelphia","60","11","3.35"
"Steak ’n Shake","Mt. Juliet","94","11","1.79"
"Steak ’n Shake","Spring Hill","68","11","2.57"
"Subway","Boise","58","11","2.43"
"Subway","Clearwater","57","11","2.30"
"Sunrise Diner","Croydon","74","11","4.08"
"SuWaller's Bar & Grill","Saint Louis","51","11","4.37"
"Taco Bell","Fishers","71","11","2.65"
"Taco Bell","Madison","56","11","1.86"
"Taco Bell","Spanish Springs","66","11","2.20"
"Taj Mahal Restaurant","Wilmington","73","11","3.93"
"Taormina's Pizza & Pasta","Richboro","69","11","3.80"
"Taqueria El Mariachi","Trenton","89","11","4.18"
"Taqueria El Sol","Wimauma","69","11","4.52"
"Taste of India","St. Louis","85","11","4.26"
"TGI Fridays","New Castle","78","11","2.12"
"The Back Burner","Hockessin","98","11","3.56"
"The Bagel Zone","Burlington","67","11","3.69"
"The Banh Mi Shop","University City","56","11","4.71"
"The Chuck Wagon","Fairview Heights","74","11","3.91"
"The Country Club","Chesterfield","65","11","3.48"
"The Daisy Restaurant","Santa Barbara","102","11","4.76"
"The Deck Bucks County Playhouse","New Hope","103","11","3.11"
"The Forge Irish Pub","Brandon","107","11","3.57"
"The Gyro Company - South County","Saint Louis","110","11","4.60"
"The Hummingbird Restaurant","Trenton","93","11","4.23"
"The Inn at Barley Sheaf Farm","Holicong","60","11","4.27"
"The Kickin' Crab","St Louis","81","11","4.30"
"The Stadium","New Port Richey","73","11","3.60"
"Three Brothers Grill","Pottstown","131","11","4.34"
"Tierra Mexi Cali Grill","Wilmington","66","11","3.85"
"Tikka Masalaa","Tampa","68","11","4.51"
"Time Out Sports Bar","Seminole","54","11","3.39"
"Tony's Cafe","Newark","67","11","4.21"
"Tony's Pizza Palace","North Wales","64","11","4.38"
"Torino's Greek & Italian Restaurant","Springfield","88","11","3.40"
"Tre Fratelli","Langhorne","53","11","4.02"
"Treble Makers","Wesley Chapel","60","11","3.27"
"Tyler's Donuts","Carpinteria","54","11","3.96"
"Umi","Chalmette","71","11","3.31"
"United Buffet","Philadelphia","65","11","3.55"
"Upland Diner","Upland","59","11","4.10"
"Venus Restaurant","Largo","66","11","3.53"
"Vera Bar & Grill","Cherry Hill","107","11","2.53"
"Verona Ristorante Italiano","Haddonfield","65","11","4.34"
"Wabi Sabi Japanese Fusion Cafe","Palm Harbor","74","11","4.04"
"Walt's Chicken Express","Wilmington","52","11","4.17"
"Walter's Steakhouse","Wilmington","76","11","3.87"
"Water Wheel Tavern","Doylestown","134","11","3.31"
"Wendy's","Carmel","79","11","1.65"
"Wendy's","Clearwater","91","11","2.05"
"Wendy's","Sparks","58","11","2.40"
"Wendy's","St.Petersburg","123","11","1.99"
"Westside Pizza","Boise","57","11","3.72"
"Whiskey River On The Water","Port Richey","59","11","3.53"
"Who Dat's","Columbia","67","11","3.84"
"Widow Fletcher's","New Port Richey","108","11","3.05"
"Wilco Fusion Grill","Franklin","69","11","4.64"
"Wings On Fire","Tucson","68","11","4.34"
"Wings Over Broadway","Tucson","89","11","2.90"
"Wingstop","Gretna","51","11","2.65"
"Wok N Roll","St Petersburg","55","11","2.93"
"Wok N Roll","Tampa","52","11","3.44"
"Wolf's Superior Sandwiches","Aston","84","11","3.71"
"Yama-Taiyo Japanese Cuisine & Sushi Bar","Palm Harbor","53","11","4.04"
"Yu De Thai Restaurant","Sparks","60","11","4.48"
"Zacharias Creek Side Cafe","Worcester","86","11","3.42"
"1356 Public House","Ballwin","68","10","3.82"
"2 Fat Dogs","Abington","87","10","4.97"
"4th Street Pizza","St. Petersburg","69","10","3.26"
"88 China","Granite City","69","10","3.72"
"A1 Japanese Steakhouse & Sushi Bar","Mooresville","87","10","4.26"
"AL Madina","Brandon","52","10","4.79"
"Aldo and Manny Pizza and Pasta","Philadelphia","57","10","3.95"
"Aleida's Kitchen","Brandon","72","10","4.74"
"Alex's Seafood Restaurant & Clam Bar","New Castle","54","10","3.57"
"Amari's Restaurant","Philadelphia","60","10","3.63"
"Amaru Confections","Boise","81","10","4.09"
"American Falafel","University City","65","10","4.58"
"Anthony's Coal Fired Pizza","Blue Bell","106","10","3.03"
"Applebee's Grill + Bar","Meridian","60","10","2.25"
"Applebee's Grill + Bar","Spring Hill","75","10","2.61"
"Aroy Thai and Sushi","Saint Petersburg","61","10","4.15"
"Ashley's Restaurant & Bar","Glen Mills","55","10","3.93"
"Asian House","Bordentown","55","10","3.55"
"Aunt Judy's Family Restaurant","Doylestown","64","10","3.52"
"Baam Burger","Nashville","61","10","3.92"
"Baker Boss Cafe","Nashville","60","10","4.42"
"Bamboo","Greenwood","68","10","3.91"
"Bayou Bistro","Tarpon Springs","56","10","4.34"
"Beef 'O' Brady's","Land O' Lakes","51","10","2.12"
"Beef 'O' Brady's","St. Petersburg","52","10","2.90"
"Bertucci's Italian Restaurant","Wilmington","71","10","3.28"
"Big Daddy Pizza","Philadelphia","77","10","2.64"
"BOMBA Taco Bar","Malvern","69","10","3.58"
"Brick Oven Pizzeria & Restaurant","Trinity","78","10","3.65"
"Bridgeside Deli & Grille","Phoenixville","60","10","4.70"
"Brothers Pizza & Restaurant","Drexel Hill","83","10","3.52"
"Brunics","Philadelphia","57","10","3.98"
"Buena Vista Mexican Restaurant","Malvern","115","10","3.77"
"Buffalo Wild Wings","Boise","69","10","2.19"
"Buffalo Wild Wings","Hendersonville","63","10","2.44"
"Butter's Soul Food","Philadelphia","78","10","3.04"
"Cafe Fiorello's","West Chester","117","10","3.62"
"Cafe Masaryktown","Masaryktown","107","10","4.29"
"Cafe Ole","Boise","95","10","2.69"
"Cafe Roma Bakery","Philadelphia","53","10","4.64"
"Canes Cafe and Corner Store","Palm Harbor","57","10","4.91"
"Casa Mia","Media","66","10","3.83"
"Casapulla's North Steak & Sub Shop","Wilmington","53","10","4.11"
"Centrella's Deli","Havertown","59","10","4.31"
"Cesare's Ristorante","Bristol","65","10","3.12"
"Chago's Mexican Restaurant","Smyrna","68","10","4.15"
"Charles Seafood","Harahan","81","10","4.04"
"Chef Chan's Restaurant","Voorhees","70","10","3.93"
"Chick-fil-A","Largo","52","10","2.83"
"Chick-fil-A","Mount Juliet","61","10","3.92"
"Chili's","Fairless Hills","65","10","2.48"
"Chili's","Largo","84","10","2.57"
"Chili's","Newark","59","10","1.97"
"Chili's","Port Richey","76","10","2.76"
"China Moon","Lutz","56","10","3.39"
"China Palace","Eagle","57","10","3.35"
"Chipotle Mexican Grill","Palm Harbor","61","10","2.74"
"ChopHouse Grille","Exton","123","10","3.78"
"Cicis","Clearwater","58","10","2.57"
"Ciconte's Italia Pizzeria, West Deptford","West Deptford","106","10","3.48"
"Cinnaminson Diner","Cinnaminson","56","10","3.23"
"Circa Pub and grill","Des Peres","136","10","3.72"
"Coffee & Cream","West Deptford","55","10","4.55"
"Coffee Cup Restaurant","Downingtown","70","10","4.16"
"Cooper's Riverview","Trenton","58","10","2.91"
"Corner Cafe 29","Collegeville","88","10","3.53"
"Corozal Restaurant","Zephyrhills","69","10","3.75"
"Cracker Barrel Old Country Store","Downingtown","90","10","2.97"
"Cracker Barrel Old Country Store","Spring Hill","69","10","3.01"
"Crafty Crab","Bensalem","76","10","3.62"
"Crazy Bowls & Wraps","Shiloh","68","10","3.79"
"Culver's","Port Richey","52","10","3.25"
"Da Chen Chinese Restaurant","Prospect Park","56","10","3.79"
"Danny's Wok","Philadelphia","58","10","3.07"
"Dasiwa II","Mount Laurel","61","10","3.61"
"Delilah's","Philadelphia","76","10","2.79"
"Duffer's Tavern","Glen Mills","61","10","3.30"
"E Sushi Odessa","Odessa","56","10","3.84"
"Einstein Bros. Bagels","Seminole","68","10","1.93"
"El Balconcito","Philadelphia","60","10","3.43"
"El Cuscatleco","Upper Darby","51","10","4.04"
"El Maguey Mexican Restaurant","Saint Louis","66","10","2.98"
"El Nopalito","Haddonfield","67","10","4.57"
"El Rincon Criollo - The Latin Corner","Spring City","78","10","4.72"
"El Tequila","Runnemede","67","10","3.93"
"El Texano","Palm Harbor","62","10","3.13"
"El Toro","Wilmington","62","10","4.06"
"El Trompo Taco Shop","Hendersonville","91","10","4.43"
"Evermore Cafe","Largo","51","10","4.78"
"Fat Kat Slim's","Nashville","68","10","3.29"
"Fiesta Pizza II","Philadelphia","94","10","3.13"
"Forlini's Restaurant","Clearwater Beach","103","10","3.64"
"Francesca's Pizza","Mount Laurel","82","10","3.94"
"Francisco's De Noche","Tucson","57","10","4.25"
"Freddy's Restaurant","Camden","58","10","4.36"
"Fresca Vida Florida","Clearwater","55","10","4.64"
"Gayles Restaurant","St Pete Beach","59","10","3.12"
"George & Sons' Seafood Market","Hockessin","94","10","4.04"
"Ginza Restaurant","Land O Lakes","75","10","3.47"
"Giuseppes’s Pizza & Family Restaurant","Warminster","77","10","3.25"
"Golden Corral Buffet & Grill","Brandon","57","10","2.58"
"Golden Nugget Tavern","Berlin","70","10","3.43"
"Golden Wok","Garden City","70","10","3.17"
"Good Burger","Boise","51","10","2.73"
"Grand Buffet Chinese Restaurant","Warminster","53","10","3.09"
"Grand East Buffet","Wilmington","86","10","2.90"
"Great Wall Restaurant","Boise","66","10","2.85"
"Ha Long Bay","Dunedin","75","10","3.51"
"Harleysville Hotel","Harleysville","78","10","3.09"
"Hawkeye's New York Style Pizza","Tampa","55","10","4.24"
"HG Coal Fired Pizza","Chesterbrook","87","10","4.25"
"Hibachi's","Madison","60","10","3.17"
"Hibachi Grill & Supreme Sushi Buffet","Wilmington","85","10","3.22"
"High & Dry Grill","Dunedin","57","10","3.75"
"Home Style Bakery","Antioch","68","10","4.51"
"Hooters","Hermitage","55","10","2.04"
"IHOP","BRANDON","54","10","2.26"
"Il Boscaiolo Italiano Ristorante","Lansdale","103","10","4.38"
"In N Out Taco","Clearwater","56","10","4.73"
"Indian Villa Curry-N-Cakes","Cherry Hill","77","10","3.21"
"Italian Kitchen","Pennsville","57","10","3.75"
"Jafra Mediterranean Restaurant","St. Peters","124","10","4.87"
"Jalisco Taqueria","Franklin","68","10","4.47"
"Jet's Pizza","Ballwin","56","10","3.77"
"Jet's Pizza","Brentwood","52","10","2.90"
"Jet's Pizza","Riverview","51","10","3.45"
"Jet's Pizza","Saint Louis","59","10","3.41"
"Jimmy John's","St. Petersburg","74","10","2.65"
"Juicy Seafood","Nashville","76","10","3.71"
"Just To Serve You","Philadelphia","120","10","2.75"
"Kabul Express STL","St. Louis","99","10","4.73"
"Kaiju","Isla Vista","67","10","3.78"
"Kebab N Kurry","Saint Charles","85","10","4.32"
"Kelly's Corner","Lester","84","10","4.39"
"Kelly's Seafood","Philadelphia","94","10","2.57"
"KFC","Nashville","94","10","1.68"
"King of Pizza","Berlin","53","10","3.21"
"Kingston 11","Philadelphia","55","10","3.38"
